./2D_feature_tracking AKAZE
49,4.4116,12.873,6,3.01345e+06,
51,4.7374,13.0849,6,3.01588e+06,
52,4.5086,9.5825,8,3.01681e+06,
46,4.4585,6.4523,8,3.01824e+06,
50,4.57,6.3491,6,3.01942e+06,
63,4.7303,6.5158,6,3.02049e+06,
56,4.3799,7.0334,7,3.02156e+06,
46,4.2184,4.3394,7,3.02283e+06,
49,4.2298,9.3253,7,3.02379e+06,
